GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "89170","Charleston-Huntington-Ashland, WV-OH-KY (Combined Statistical Area)", ,CAINC4,71,"..."," Farm proprietors' income ","Thousands of dollars",9671,9285,8061,12720,15979,13903,15002,11686,11479,8277,4714,-738,3910,7375,-8813,12286,7495,1961,-1590,-3623,4808,8999,8016,15838,7808,10090,-4526,-9263,-5184,-5765,-15830,2040,-7569,-22541,-9814,-6787,-8731,-13024,-19044,-19691,-15532,-17566,-9252,-11086,-17805,-26486,-29199,-35825,-32548,-29379,-23379,-15972,-6088,-16514,-22935
 "89170","Charleston-Huntington-Ashland, WV-OH-KY (Combined Statistical Area)", ,CAINC4,72,"..."," Nonfarm proprietors' income ","Thousands of dollars",170004,181547,193253,216173,234043,256472,276958,306396,368641,408560,420804,398447,402157,385860,417347,497622,515845,408513,427912,704034,721571,750821,771304,807728,834302,875255,894679,892090,978092,1072977,1147828,1201085,1219569,1313035,1253842,1276296,1408039,1436936,1376215,1402804,1502224,1799807,1912050,1850206,1846792,1926430,1941421,1753069,1771956,1893745,2042551,2057004,2186038,2255891,2371638
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",3670107,3994326,4370341,4936165,5521555,5997627,6451327,7220930,8006382,9060205,10228666,11472294,12872339,13750923,15046058,17037886,18434187,19973365,21759204,24079068,26287502,28156316,29223438,31558493,33733311,36366990,39477125,42536237,45797570,50096451,53261953,57034855,56333955,57895619,61310814,67958838,74740666,84148440,93483380,105159604,95945459,91907721,96837932,108468485,104009336,110616852,118740039,124522066,132949158,140549513,149525592,162019413,179177916,190148291,203356277
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",3627323,3959800,4332793,4891622,5431294,5926969,6395404,7151180,7942168,8982122,10138862,11432866,12822977,13684963,15001511,16880035,18263575,19809161,21651900,23923063,26080623,27898242,28924091,31270520,33418013,36040832,39128393,42197280,45496206,49749843,52873848,56646845,55910536,57661961,61043601,67623202,74337070,83800886,93193196,104981219,95760359,91703268,96635201,108137868,103633847,110204415,118226477,124149078,132492649,140292692,149232064,161749268,178739355,189444066,202888538
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",42784,34526,37548,44543,90261,70658,55923,69750,64214,78083,89804,39428,49362,65960,44547,157851,170612,164204,107304,156005,206879,258074,299347,287973,315298,326158,348732,338957,301364,346608,388105,388010,423419,233658,267213,335636,403596,347554,290184,178385,185100,204453,202731,330617,375489,412437,513562,372988,456509,256821,293528,270145,438561,704225,467739
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,20,"...","Population (persons) 3/","Number of persons",1102241,1127799,1150154,1173234,1190418,1202914,1209240,1217332,1228921,1248775,1270429,1300350,1317158,1333986,1343480,1364729,1389089,1406204,1430679,1456162,1480395,1510472,1543301,1569554,1602154,1638650,1679190,1723166,1769401,1816418,1864989,1908561,1950564,1988118,2023227,2062168,2116528,2192013,2270190,2337166,2381480,2408443,2438331,2474702,2513500,2554425,2600587,2651667,2701620,2744362,2787333,2832110,2870895,2919541,2972192
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",3330,3542,3800,4207,4638,4986,5335,5932,6515,7255,8051,8822,9773,10308,11199,12484,13271,14204,15209,16536,17757,18641,18936,20107,21055,22193,23510,24685,25883,27580,28559,29884,28881,29121,30303,32955,35313,38389,41179,44994,40288,38161,39715,43831,41380,43304,45659,46960,49211,51214,53645,57208,62412,65130,68420
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,35,"...","Earnings by place of work ","Thousands of dollars",3303371,3543520,3857196,4387632,4929664,5246480,5398649,6138694,6859108,7834260,8865417,9690023,10719787,11179594,12287171,14041841,15192374,16577069,18353656,20241028,21911959,23513076,24043644,26022920,27726439,29936425,32322418,34500384,37281071,40958052,44043713,47058385,45716464,47102849,49984768,55521159,61257422,69237394,77009469,85640004,75481343,70353659,73206367,83743072,80399762,85330661,91352341,96373702,102641922,108556455,115595317,120098642,130395651,143903976,153864182
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",233183,249707,282054,336421,430442,476981,481283,559762,624216,734085,860115,946044,1121758,1181194,1312569,1525228,1671322,1864712,2044103,2294110,2477628,2722474,2817252,3010186,3222735,3517344,3791930,4002279,4306386,4704675,5063886,5392836,5609640,5779474,6041672,6368090,6925469,7550540,8194032,8495585,8015330,7892859,7494032,8020778,9316332,9924934,10594446,11053525,11599587,12112616,12868686,13401445,14526830,16346160,17728048
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance ","Thousands of dollars",114230,123168,138674,162685,209167,233694,238384,268261,296104,344999,407198,453649,544380,580333,634706,720749,815273,916824,1012709,1148661,1261781,1386712,1444879,1542850,1651453,1809346,1968818,2083091,2242461,2451636,2641990,2811840,2906656,3030579,3101702,3289710,3632928,4032635,4450724,4656640,4371058,4229245,3545060,3827136,4915985,5217766,5582025,5927291,6321506,6724175,7151520,7472753,8054639,9107437,9780701
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,38,"..."," Employer contributions for government social insurance ","Thousands of dollars",118953,126539,143380,173736,221275,243287,242899,291501,328112,389086,452917,492395,577378,600861,677863,804479,856049,947888,1031394,1145449,1215847,1335762,1372373,1467336,1571282,1707998,1823112,1919188,2063925,2253039,2421896,2580996,2702984,2748895,2939970,3078380,3292541,3517905,3743308,3838945,3644272,3663614,3948972,4193642,4400347,4707168,5012421,5126234,5278081,5388441,5717166,5928692,6472191,7238723,7947347
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-24055,-25491,-28055,-33166,-35728,-36689,-42290,-44424,-49672,-59904,-73279,-85325,-109897,-117427,-124441,-145059,-161051,-182342,-221657,-250334,-280918,-315133,-303401,-308250,-314816,-330163,-364590,-374398,-401564,-430294,-467841,-494740,-539162,-568339,-583155,-613136,-699445,-698008,-711389,-719507,-536944,-382640,-259685,-151194,34126,-48189,-77968,-135857,-169290,-215923,-255479,-391988,-498566,-593188,-730510
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,45,"...","Equals: Net earnings by place of residence ","Thousands of dollars",3046133,3268322,3547087,4018045,4463494,4732810,4875076,5534508,6185220,7040271,7932023,8658654,9488132,9880973,10850161,12371554,13360001,14530015,16087896,17696584,19153413,20475469,20922991,22704484,24188888,26088918,28165898,30123707,32573121,35823083,38511986,41170809,39567662,40755036,43359941,48539933,53632508,60988846,68104048,76424912,66929069,62078160,65452650,75571100,71117556,75357538,80679927,85184320,90873045,96227916,102471152,106305209,115370255,126964628,135405624
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",387317,442547,489527,543507,615237,709933,780848,854357,955794,1088513,1241382,1553537,1934976,2233558,2440902,2828255,3090416,3342526,3492728,4022465,4498939,4766072,4925054,5114335,5467782,6002322,6596036,7288046,7868638,8649372,8796145,9437217,9527528,9249425,9611048,10434408,11381818,12500598,13848121,15397386,13773704,13434706,14787128,16039370,15690765,17226616,18858461,19583570,21502518,22655294,24152216,25657687,29123015,31766172,35373545
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,47,"...","Plus: Personal current transfer receipts ","Thousands of dollars",236657,283457,333727,374613,442824,554884,795403,832065,865368,931421,1055261,1260103,1449231,1636392,1754995,1838077,1983770,2100824,2178580,2360019,2635150,2914775,3375393,3739674,4076641,4275750,4715191,5124484,5355811,5623996,5953822,6426829,7238765,7891158,8339825,8984497,9726340,10658996,11531211,13337306,15242686,16394855,16598154,16858015,17201015,18032698,19201651,19754176,20573595,21666303,22902224,30056517,34684646,31417491,32577108
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,50,"...","Wages and salaries ","Thousands of dollars",2738058,2954252,3195943,3616651,4019969,4303411,4370569,4922011,5474078,6227427,7045171,7764612,8588280,8913748,9720298,10996940,11902890,12944480,14441270,15736116,16880257,18056763,18368897,19650827,20842584,22512009,24414482,26118180,28442612,31152526,33789652,36359997,37420784,38316025,39150425,41619846,44603163,48276447,51273948,51930989,48152171,49619315,52597052,55712527,58112820,62168592,66914707,70470975,74723895,79055333,83658872,87145141,96020152,107545422,114886731
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,60,"...","Supplements to wages and salaries ","Thousands of dollars",276624,303976,341866,410698,472055,517442,599252,700858,818659,951330,1107777,1248742,1437779,1562827,1759007,1979747,2162443,2423740,2676592,2975059,3291208,3604749,3789490,4275935,4582872,4914566,5050424,5272559,5623346,6110791,6576163,7043244,7512720,7882465,8346807,8846800,9610379,10234740,10821149,11027162,10790248,10934704,11103555,11943534,12343945,13581901,14118786,14587203,15252098,16074344,16866608,17022270,18197921,19317421,21127092
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",157671,177437,198486,236962,250780,274155,356353,409357,490547,562244,654860,756347,860401,961966,1081144,1175268,1306394,1475852,1645198,1829610,2075361,2268987,2417117,2808599,3011590,3206568,3227312,3353371,3559421,3857752,4154267,4462248,4809736,5133570,5406837,5768420,6317838,6716835,7077841,7188217,7145976,7271090,7154583,7749892,7943598,8874733,9106365,9460969,9974017,10685903,11149442,11093578,11725730,12078698,13179745
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,62,"..."," Employer contributions for government social insurance ","Thousands of dollars",118953,126539,143380,173736,221275,243287,242899,291501,328112,389086,452917,492395,577378,600861,677863,804479,856049,947888,1031394,1145449,1215847,1335762,1372373,1467336,1571282,1707998,1823112,1919188,2063925,2253039,2421896,2580996,2702984,2748895,2939970,3078380,3292541,3517905,3743308,3838945,3644272,3663614,3948972,4193642,4400347,4707168,5012421,5126234,5278081,5388441,5717166,5928692,6472191,7238723,7947347
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",288689,285292,319387,360283,437640,425627,428828,515825,566371,655503,712469,676669,693728,703019,807866,1065154,1127041,1208849,1235794,1529853,1740494,1851564,1885257,2096158,2300983,2509850,2857512,3109645,3215113,3694735,3677898,3655144,782960,904359,2487536,5054513,7043880,10726207,14914372,22681853,16538924,9799640,9505760,16087011,9942997,9580168,10318848,11315524,12665929,13426778,15069837,15931231,16177578,17041133,17850359
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,71,"..."," Farm proprietors' income ","Thousands of dollars",33796,24620,27845,34902,78232,56342,42464,52766,46916,59595,69281,18024,28286,41833,20834,133642,145564,140346,82846,128395,177308,223246,265079,254799,279543,290946,310407,301059,260763,299742,338892,340689,364763,163603,203869,264979,334795,270305,195739,93004,112954,147949,137091,247375,291916,332633,433185,278193,354098,169671,201671,170649,335482,544075,363743
 "89172","Charlotte-Concord, NC-SC (Combined Statistical Area)", ,CAINC4,72,"..."," Nonfarm proprietors' income ","Thousands of dollars",254893,260672,291542,325381,359408,369285,386364,463059,519455,595908,643188,658645,665442,661186,787032,931512,981477,1068503,1152948,1401458,1563186,1628318,1620178,1841359,2021440,2218904,2547105,2808586,2954350,3394993,3339006,3314455,418197,740756,2283667,4789534,6709085,10455902,14718633,22588849,16425970,9651691,9368669,15839636,9651081,9247535,9885663,11037331,12311831,13257107,14868166,15760582,15842096,16497058,17486616
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",1869519,2024399,2254379,2576340,2934211,3189547,3459486,3900574,4317954,4904542,5387921,5862747,6455901,6849106,7345806,8023117,8557190,9181722,9907693,10785202,11536594,12208812,12664672,13706017,14601784,15396308,16281069,17262822,18227061,19537891,20542770,21660378,22185373,22760759,23824438,25045358,26002448,27517140,28760105,29835918,29283192,30625720,32182230,33742578,34004760,35148550,36989551,37818566,39464030,41204397,42986233,45963517,49896620,52026031,54886334
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",1849151,2009110,2240684,2556832,2897224,3172968,3429715,3868957,4289303,4881773,5363028,5852426,6429825,6816085,7327840,7973626,8515083,9127930,9873405,10734493,11452466,12130282,12574132,13610423,14502578,15295971,16209337,17180620,18153378,19440157,20451205,21580308,22045252,22690256,23756377,24932502,25884712,27496341,28722215,29742701,29193741,30555093,32135851,33584864,33766583,34885312,36712771,37677245,39259483,41048115,42881781,45999079,49769325,51620109,54797718
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",20368,15289,13695,19508,36987,16579,29771,31617,28651,22769,24893,10321,26076,33021,17966,49491,42107,53792,34288,50709,84128,78530,90540,95594,99206,100337,71732,82202,73683,97734,91565,80070,140121,70503,68061,112856,117736,20799,37890,93217,89451,70627,46379,157714,238177,263238,276780,141321,204547,156282,104452,-35562,127295,405922,88616
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,20,"...","Population (persons) 3/","Number of persons",592888,600849,617203,631230,648257,659301,663842,672570,682531,691708,704922,712879,718630,715832,713146,717911,721108,723675,731772,739280,742709,744732,753438,762267,773966,785494,797908,808248,821308,829929,839816,850323,860852,869589,878959,888988,899885,914082,927147,937804,944957,952382,957220,962528,965861,968752,972970,978921,983865,990869,996026,1002070,1007795,1018484,1029886
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",3153,3369,3653,4081,4526,4838,5211,5800,6326,7090,7643,8224,8984,9568,10301,11176,11867,12688,13539,14589,15533,16394,16809,17981,18866,19601,20405,21358,22193,23542,24461,25473,25771,26174,27105,28173,28895,30104,31020,31815,30989,32157,33621,35056,35207,36282,38017,38633,40111,41584,43158,45869,49511,51082,53294
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,35,"...","Earnings by place of work ","Thousands of dollars",1679299,1779372,1970911,2276700,2606202,2768703,2899918,3315493,3686353,4236553,4618769,4853512,5248137,5432480,5861988,6432363,6866700,7420565,8127867,8798728,9235716,9753202,9956584,10753371,11524972,12191513,12736166,13454818,14379658,15527288,16523002,17321859,17448149,17888477,18752289,19786978,20455667,21307528,21743125,21823880,20963179,21841116,22792639,24179229,24617791,25487861,26659370,27247887,28302259,29425298,30552332,31038333,33418968,36451899,38262890
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",112283,117581,134302,161835,210593,233143,236133,274429,304123,353565,402063,426191,494650,518363,574773,651562,712253,787341,856865,950390,1009752,1070369,1111253,1187457,1278724,1371227,1435468,1494984,1576028,1654711,1764849,1846896,1884939,1941321,2031040,2154426,2229777,2330426,2397498,2454919,2375233,2449309,2273934,2359732,2706448,2796378,2913894,2998843,3132996,3262920,3412736,3553741,3749542,4163708,4406248
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance ","Thousands of dollars",56269,59173,67280,79855,103266,113830,116003,130940,144162,165005,189928,204442,239956,254731,279132,309879,349217,388005,425553,476783,516231,546211,570671,607826,654035,705949,745813,775535,824624,862114,921846,959870,979700,1015622,1058528,1116403,1171339,1246729,1294147,1332977,1281145,1321414,1097383,1138725,1470428,1536243,1596570,1656569,1743196,1837800,1917393,1999247,2103447,2360976,2491114
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,38,"..."," Employer contributions for government social insurance ","Thousands of dollars",56014,58408,67022,81980,107327,119313,120130,143489,159961,188560,212135,221749,254694,263632,295641,341683,363036,399336,431312,473607,493521,524158,540582,579631,624689,665278,689655,719449,751404,792597,843003,887026,905239,925699,972512,1038023,1058438,1083697,1103351,1121942,1094088,1127895,1176551,1221007,1236020,1260135,1317324,1342274,1389800,1425120,1495343,1554494,1646095,1802732,1915134
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-50442,-50804,-56078,-67501,-76499,-80730,-87096,-93674,-105711,-140746,-155589,-158300,-178668,-192841,-216026,-229186,-247255,-264962,-286765,-284591,-301643,-346004,-307149,-291228,-315527,-355255,-368430,-364748,-394887,-410356,-439746,-472528,-447016,-441605,-456605,-449541,-462797,-433920,-413906,-370083,-304867,-360645,-418609,-539908,-542035,-565380,-566507,-560268,-562009,-670363,-756927,-751058,-768469,-876122,-856961
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,45,"...","Equals: Net earnings by place of residence ","Thousands of dollars",1516574,1610987,1780531,2047364,2319110,2454830,2576689,2947390,3276519,3742242,4061117,4269021,4574819,4721276,5071189,5551615,5907192,6368262,6984237,7563747,7924321,8336829,8538182,9274686,9930721,10465031,10932268,11595086,12408743,13462221,14318407,15002435,15116194,15505551,16264644,17183011,17763093,18543182,18931721,18998878,18283079,19031162,20100096,21279589,21369308,22126103,23178969,23688776,24607254,25492015,26382669,26733534,28900957,31412069,32999681
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",206890,236988,268412,300838,344455,401454,440169,479151,537350,615870,693446,823495,1005355,1169591,1254420,1395102,1501970,1592199,1647055,1849901,2091929,2203369,2211242,2255890,2350264,2483151,2693008,2867426,2910870,3125629,3124111,3312644,3388295,3251318,3385535,3404666,3465020,3844070,4228420,4528739,4215113,4208035,4519756,4867229,4802348,5003171,5447173,5538933,5949180,6378996,6799447,6885720,7206690,7904298,8803519
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,47,"...","Plus: Personal current transfer receipts ","Thousands of dollars",146055,176424,205436,228138,270646,333263,442628,474033,504085,546430,633358,770231,875727,958239,1020197,1076400,1148028,1221261,1276401,1371554,1520344,1668614,1915248,2175441,2320799,2448126,2655793,2800310,2907448,2950041,3100252,3345299,3680884,4003890,4174259,4457681,4774335,5129888,5599964,6308301,6785000,7386523,7562378,7595760,7833104,8019276,8363409,8590857,8907596,9333386,9804117,12344263,13788973,12709664,13083134
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,50,"...","Wages and salaries ","Thousands of dollars",1357883,1446980,1592679,1821682,2074260,2217717,2279881,2589830,2867971,3285857,3587258,3782801,4089141,4214220,4516418,4940619,5282434,5694901,6293472,6729857,7006041,7392209,7493740,8002101,8565001,9090723,9523239,9978068,10543596,11082735,11785525,12477004,12557186,12763891,13317386,13905643,14430773,15156319,15694667,15582226,14616525,15079400,15607235,16351003,16639937,17434616,18301743,18895795,19672968,20365148,21268929,21878272,23726802,25933563,27477649
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,60,"...","Supplements to wages and salaries ","Thousands of dollars",149100,163728,191654,232146,272207,305439,346682,403688,469228,552211,610581,654368,727124,780037,852108,931229,1014002,1122670,1232148,1339477,1443609,1565601,1638105,1830117,1965959,2055324,2073131,2153705,2253514,2364874,2551760,2731335,2788625,2918632,3171753,3364941,3509613,3534904,3688248,3744761,3580909,3625916,3775988,4041953,4237099,4280831,4354910,4413450,4574826,4821127,4940694,5030326,5329475,5544215,5830323
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",93086,105320,124632,150166,164880,186126,226552,260199,309267,363651,398446,432619,472430,516405,556467,589546,650966,723334,800836,865870,950088,1041443,1097523,1250486,1341270,1390046,1383476,1434256,1502110,1572277,1708757,1844309,1883386,1992933,2199241,2326918,2451175,2451207,2584897,2622819,2486821,2498021,2599437,2820946,3001079,3020696,3037586,3071176,3185026,3396007,3445351,3475832,3683380,3741483,3915189
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,62,"..."," Employer contributions for government social insurance ","Thousands of dollars",56014,58408,67022,81980,107327,119313,120130,143489,159961,188560,212135,221749,254694,263632,295641,341683,363036,399336,431312,473607,493521,524158,540582,579631,624689,665278,689655,719449,751404,792597,843003,887026,905239,925699,972512,1038023,1058438,1083697,1103351,1121942,1094088,1127895,1176551,1221007,1236020,1260135,1317324,1342274,1389800,1425120,1495343,1554494,1646095,1802732,1915134
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",172316,168664,186578,222872,259735,245547,273355,321975,349154,398485,420930,416343,431872,438223,493462,560515,570264,602994,602247,729394,786066,795392,824739,921153,994012,1045466,1139796,1323045,1582548,2079679,2185717,2113520,2102338,2205954,2263150,2516394,2515281,2616305,2360210,2496893,2765745,3135800,3409416,3786273,3740755,3772414,4002717,3938642,4054465,4239023,4342709,4129735,4362691,4974121,4954918
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,71,"..."," Farm proprietors' income ","Thousands of dollars",15595,9719,8222,13765,30207,8406,21237,22628,18576,13209,14950,472,16933,23061,8059,39268,31439,43440,23528,39541,72955,66426,79793,85909,88822,90448,61338,72265,63137,86730,81163,70109,128149,58064,54879,98400,102871,6245,19210,73459,71939,53389,30600,133588,217084,239471,255813,119112,180309,135472,85334,-56358,104400,378036,59882
 "89174","Chattanooga-Cleveland-Dalton, TN-GA (Combined Statistical Area)", ,CAINC4,72,"..."," Nonfarm proprietors' income ","Thousands of dollars",156721,158945,178356,209107,229528,237141,252118,299347,330578,385276,405980,415871,414939,415162,485403,521247,538825,559554,578719,689853,713111,728966,744946,835244,905190,955018,1078458,1250780,1519411,1992949,2104554,2043411,1974189,2147890,2208271,2417994,2412410,2610060,2341000,2423434,2693806,3082411,3378816,3652685,3523671,3532943,3746904,3819530,3874156,4103551,4257375,4186093,4258291,4596085,4895036
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",38080954,40444309,43195420,46760945,51623719,56617061,60737033,66668991,73716203,81730436,89623407,97696530,107453819,113499818,119130058,130419583,137529672,145376228,154362397,168673574,179025102,191469173,196387051,211566401,219952036,231723141,247599442,262957289,278986216,297763287,312060135,336933481,348435771,352239941,357858923,371367731,388392257,414121001,438604186,448312058,422085095,432599125,454246638,480444045,488626541,513183914,539224362,546032951,565037643,598393758,615497816,649979370,697078322,711676363,750051376
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",37893047,40305494,43005988,46618225,51319109,56349106,60325492,66382597,73450010,81440767,89289396,97587359,107158204,113295311,119247773,130165354,137191403,145094202,154040297,168462337,178536238,191061110,196213305,211240485,219649235,231270831,247405089,262515551,278617003,297528654,311872714,336645970,348132479,352009792,357559849,370750842,388054492,413781079,437924120,447555432,421716816,432223825,453301294,479832430,487083453,512430232,539044479,545613520,564803986,598105745,615259767,649428106,695964585,710500354,749320491
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",187907,138815,189432,142720,304610,267955,411541,286394,266193,289669,334011,109171,295615,204507,-117715,254229,338269,282026,322100,211237,488864,408063,173746,325916,302801,452310,194353,441738,369213,234633,187421,287511,303292,230149,299074,616889,337765,339922,680066,756626,368279,375300,945344,611615,1543088,753682,179883,419431,233657,288013,238049,551264,1113737,1176009,730885
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,20,"...","Population (persons) 3/","Number of persons",8176026,8253385,8314630,8332745,8326745,8333758,8349448,8376749,8411749,8433969,8422020,8421654,8405829,8411388,8404796,8426155,8427440,8430161,8449974,8466384,8503240,8555583,8659362,8770654,8874064,8968472,9056683,9146677,9228249,9315401,9402564,9480318,9537592,9573541,9600227,9629435,9647279,9671378,9714419,9763718,9809124,9855292,9904863,9950699,9992069,10020658,10030540,10029488,10027554,10017303,10004078,9972177,9891836,9811445,9794558
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",4658,4900,5195,5612,6200,6794,7274,7959,8763,9691,10642,11601,12783,13494,14174,15478,16319,17245,18268,19923,21054,22379,22679,24122,24786,25838,27339,28749,30232,31965,33189,35540,36533,36793,37276,38566,40259,42819,45150,45916,43030,43895,45861,48282,48901,51213,53758,54443,56349,59736,61525,65179,70470,72535,76578
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,35,"...","Earnings by place of work ","Thousands of dollars",32887864,34428596,36459863,39558879,43777898,47546758,49716945,54869378,61181553,68313777,74985017,78723800,84437961,86468021,90374923,99558675,105808631,112963096,122295086,134436463,142126912,150745464,154400439,166610515,173569980,182454482,193237697,204487705,217980341,233033783,248688122,266942681,276516518,280400927,285319125,296552545,306275778,323046618,337095709,337921389,316393041,323104517,336814881,356278142,370029969,384787843,401816765,407521878,419682657,440399372,455530808,453521982,489768548,514448866,538100400
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",2247348,2313530,2520071,2888832,3693990,4163536,4221636,4769639,5309429,6094438,6948113,7289049,8363732,8730520,9222589,10447761,11260241,12051978,12833548,14369287,15293374,15983431,16765362,17706488,18654410,19865991,20984134,21951149,23250271,24674169,25924176,27362917,27818021,28165755,28930305,30664753,32312158,33771791,35303088,35844061,33965324,34361965,32212998,33810831,39107498,40407536,41785692,42775742,44293862,46388011,47917191,47841248,50822827,55677597,59650474
 "89176","Chicago-Naperville, IL-IN-WI (Combined Statistical Area)", ,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance ","Thousands of dollars",1084823,1121470,1217753,1366781,1738230,1967288,2012183,2206883,2433070,2760523,3186628,3402767,3956845,4150494,4326573,4788107,5347729,5780962,6236072,7031755,7622244,7980952,8446903,8892202,9377367,9990224,10617068,11117754,11798608,12523744,13203804,13932455,14241557,14441809,14740641,15415824,16060040,17000082,18022846,18568293,17741558,17796782,14457304,14924713,20057504,20960822,21788157,22446424,23362849,24703936,25694738,25784010,27532303,30008284,31893563
