GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",3220,3451,3668,4017,4728,5373,5514,6047,6406,6847,7212,8109,8819,9194,9968,10430,11220,11388,11872,12534,13874,14950,15114,15893,16526,16756,17492,18252,18581,19455,20359,21503,22377,23320,23501,24730,25558,27783,29192,29614,28581,29052,30310,31377,31366,31764,34005,35756,37741,40572,43228,46602,50269,48374,50067
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,35,"...","Earnings by place of work ","Thousands of dollars",328493,349127,366486,419716,503650,591184,607421,672810,742498,848772,900321,1002710,1096679,1112008,1235236,1312502,1413355,1453811,1558503,1648406,1814671,2029684,2109060,2271312,2390992,2425227,2492038,2563500,2617920,2798917,2959392,3146352,3265917,3515085,3537402,3808547,3955779,4450568,4751391,4761035,4838080,4959111,5080194,5180384,5384890,5478249,5883703,6252846,6881724,7757830,8665455,9133443,9746941,10040221,10556204
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",20613,21907,24204,28954,37379,43962,49639,58734,67788,78457,89159,96114,109221,114852,124920,140042,154068,162062,168099,181439,197261,232767,254814,268732,282772,301473,312498,313769,328521,346498,359110,379602,377957,399668,421341,443179,473710,521698,556029,574858,584773,617106,554850,564112,635383,652536,684076,724560,786929,843009,898378,973074,1036245,1110943,1193927
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance ","Thousands of dollars",9390,9963,10897,12754,16620,19709,22308,25360,28723,32562,37738,41148,47523,50579,54135,59460,67509,71893,75285,84726,93199,109404,119977,125129,130836,137955,141112,141832,150250,157934,164662,173573,184201,194869,204923,218619,235959,260921,280214,289119,294720,301117,242204,249863,320870,334203,353466,379042,416382,462904,498799,539970,572622,610254,653759
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,38,"..."," Employer contributions for government social insurance ","Thousands of dollars",11223,11944,13307,16200,20759,24253,27331,33374,39065,45895,51421,54966,61698,64273,70785,80582,86559,90169,92814,96713,104062,123363,134837,143603,151936,163518,171386,171937,178271,188564,194448,206029,193756,204799,216418,224560,237751,260777,275815,285739,290053,315989,312646,314249,314513,318333,330610,345518,370547,380105,399579,433104,463623,500689,540168
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-4710,-3033,-2104,-2321,-2460,-1522,-1755,-1282,-2120,-4097,-4336,-3458,-12216,-14691,-23286,-26218,-28009,-35003,-42139,-39648,-38764,-48138,-65490,-61858,-62596,-58568,-57828,-51856,-54015,-53386,-36888,-35650,-56164,-57575,-48199,-35131,-33049,-37817,-34284,-19953,-52767,-71172,-74774,-63668,-63856,-49918,-65818,-100279,-116156,-122196,-127868,-155308,-166865,-165601,-178477
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,45,"...","Equals: Net earnings by place of residence ","Thousands of dollars",303170,324187,340178,388441,463811,545700,556027,612794,672590,766218,806826,903138,975242,982465,1087030,1146242,1231278,1256746,1348265,1427319,1578646,1748779,1788756,1940722,2045624,2065186,2121712,2197875,2235384,2399033,2563394,2731100,2831796,3057842,3067862,3330237,3449020,3891053,4161078,4166224,4200540,4270833,4450570,4552604,4685651,4775795,5133809,5428007,5978639,6792625,7639209,8005061,8543831,8763677,9183800
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",48980,56562,65092,71985,86386,100646,119812,129810,147767,165969,184325,215440,256695,301396,323669,347006,380475,379740,374101,391081,441199,451652,469696,486887,510287,545123,598090,636858,674199,691797,675816,713797,751338,723097,803154,859333,974997,1052816,1190990,1291316,1076821,1105211,1284815,1473515,1343893,1386479,1563909,1844230,1939022,1926944,1913904,2240848,2514180,2151572,2420328
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,47,"...","Plus: Personal current transfer receipts ","Thousands of dollars",25060,29409,34572,39317,45417,52678,66093,92271,92544,82886,97178,114945,133123,145398,156731,165647,177481,188821,196591,213951,236988,258487,286686,323426,354060,373251,413006,440334,457677,470743,509603,556766,617977,658687,708287,768746,835824,921989,976631,1129788,1210635,1327338,1346430,1363220,1414758,1460313,1572439,1639074,1716015,1832596,1972097,2469089,2994287,2848260,2788112
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,50,"...","Wages and salaries ","Thousands of dollars",224586,241056,253461,285837,316322,361876,410774,477999,550738,615551,669219,721866,769239,797231,852706,919978,995332,1033076,1078478,1133401,1218274,1359384,1471846,1559466,1625873,1681913,1722801,1739579,1837109,1923450,2023273,2161327,2261061,2362638,2465318,2602988,2777385,3019421,3240727,3301462,3276272,3331060,3367716,3396614,3459632,3570818,3767066,3974335,4264862,4522486,4789824,5170866,5690887,6198822,6599021
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,60,"...","Supplements to wages and salaries ","Thousands of dollars",26121,29038,33300,41317,47525,55008,64414,75945,89152,102677,113753,122856,135920,146314,165070,183911,201172,214723,223366,238389,263721,302897,335956,372279,395373,412389,412014,417806,433192,458870,472613,509788,495731,529806,566261,600278,644224,723512,765743,785449,786751,811763,787230,790349,856551,830140,884743,925462,1031433,1098583,1168180,1219549,1303139,1348456,1431517
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",14898,17094,19993,25117,26766,30755,37083,42571,50087,56782,62332,67890,74222,82041,94285,103329,114613,124554,130552,141676,159659,179534,201119,228676,243437,248871,240628,245869,254921,270306,278165,303759,301975,325007,349843,375718,406473,462735,489928,499710,496698,495774,474584,476100,542038,511807,554133,579944,660886,718478,768601,786445,839516,847767,891349
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,62,"..."," Employer contributions for government social insurance ","Thousands of dollars",11223,11944,13307,16200,20759,24253,27331,33374,39065,45895,51421,54966,61698,64273,70785,80582,86559,90169,92814,96713,104062,123363,134837,143603,151936,163518,171386,171937,178271,188564,194448,206029,193756,204799,216418,224560,237751,260777,275815,285739,290053,315989,312646,314249,314513,318333,330610,345518,370547,380105,399579,433104,463623,500689,540168
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",77786,79033,79725,92562,139803,174300,132233,118866,102608,130544,117349,157988,191520,168463,217460,208613,216851,206012,256659,276616,332676,367403,301258,339567,369746,330925,357223,406115,347619,416597,463506,475237,509125,622641,505823,605281,534170,707635,744921,674124,775057,816288,925248,993421,1068707,1077291,1231894,1353049,1585429,2136761,2707451,2743028,2752915,2492943,2525666
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,71,"..."," Farm proprietors' income ","Thousands of dollars",40626,40341,37952,44058,85504,112735,63273,35254,17447,33412,14186,54193,88968,70298,108524,83094,84623,68537,98787,88152,148716,184962,132200,157315,172814,95293,116627,155491,71984,90164,116488,135066,90072,163070,52616,137567,53779,122927,181278,181388,135269,104794,245552,165746,180749,123128,174256,125836,1614,76569,167152,197462,18393,240022,94413
 "89292","Idaho Falls-Rexburg-Blackfoot, ID (Combined Statistical Area)", ,CAINC4,72,"..."," Nonfarm proprietors' income ","Thousands of dollars",37160,38692,41773,48504,54299,61565,68960,83612,85161,97132,103163,103795,102552,98165,108936,125519,132228,137475,157872,188464,183960,182441,169058,182252,196932,235632,240596,250624,275635,326433,347018,340171,419053,459571,453207,467714,480391,584708,563643,492736,639788,711494,679696,827675,887958,954163,1057638,1227213,1583815,2060192,2540299,2545566,2734522,2252921,2431253
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",6367680,6615694,7220405,7855268,8929385,9653002,10370652,11499243,12745231,14187700,15649822,17055035,18651269,19256680,20489864,22852645,24383254,25843876,27469994,29705576,32408007,34654307,36148586,39087644,41416302,44233180,46257970,48856267,51602828,56455541,59037247,64110195,66198129,67118965,68557669,71778523,74262083,79033905,81474699,86272348,86055290,90817693,97153225,101450347,102870422,106605049,111556822,115874902,119853547,126941334,134655461,145286557,162092170,168756794,177151146
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",6253940,6542851,7098849,7752410,8668694,9493515,10148296,11267111,12597496,14022412,15512964,16961109,18578351,19194126,20535201,22676340,24219319,25732054,27317546,29643179,32223702,34483668,36109327,38920014,41218607,44063069,46184202,48610732,51374572,56310212,58940120,63927550,65980217,67023114,68300893,71354065,73975033,78786282,81160084,85780269,85580489,90473178,96605166,101095052,101886737,106226257,111515497,115670996,119669003,126749210,134505528,144894367,161470381,168158830,176642952
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",113740,72843,121556,102858,260691,159487,222356,232132,147735,165288,136858,93926,72918,62554,-45337,176305,163935,111822,152448,62397,184305,170639,39259,167630,197695,170111,73768,245535,228256,145329,97127,182645,217912,95851,256776,424458,287050,247623,314615,492079,474801,344515,548059,355295,983685,378792,41325,203906,184544,192124,149933,392190,621789,597964,508194
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,20,"...","Population (persons) 3/","Number of persons",1610065,1636107,1647490,1663978,1671309,1679881,1678838,1683814,1690918,1701347,1707095,1714089,1713683,1711658,1709647,1717058,1721167,1726336,1739871,1749451,1762891,1782733,1811263,1837537,1865087,1890975,1916480,1939954,1962757,1983707,2007976,2034351,2059650,2080156,2101671,2123265,2146367,2174487,2200892,2226817,2250940,2272126,2293432,2315057,2342136,2362500,2380095,2403851,2426845,2453220,2475829,2495393,2511137,2525489,2545086
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",3955,4044,4383,4721,5343,5746,6177,6829,7537,8339,9168,9950,10884,11250,11985,13309,14167,14970,15789,16980,18383,19439,19958,21272,22206,23392,24137,25184,26291,28460,29401,31514,32140,32266,32621,33806,34599,36346,37019,38742,38231,39970,42362,43822,43922,45124,46871,48204,49387,51745,54388,58222,64549,66821,69605
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,35,"...","Earnings by place of work ","Thousands of dollars",5617736,5706999,6183062,6760312,7734449,8232279,8567205,9630499,10744066,12003205,13211079,13709904,14694161,14749499,15665030,17804603,19080989,20358565,22002299,23797529,25622237,27333716,28747898,31132127,33050661,35344445,36775103,38812810,41230566,45074066,47991503,52007917,53407401,54240165,55363031,58225542,60136024,63379261,64960950,67344660,66647230,70230590,74730836,77919664,80363106,82386469,86110327,89892889,92967178,98184324,104513012,109305443,120092717,128765090,135524379
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",375217,379187,422572,492442,637066,716224,727884,833083,939526,1080939,1237680,1280518,1482609,1517002,1628620,1869625,2044070,2199750,2346840,2629743,2826676,3117882,3333945,3566958,3801244,4129913,4327990,4493661,4760076,5090854,5386560,5733418,5851702,5991989,6184220,6522801,6830542,7198501,7417836,7677685,7490418,7614439,7047436,7400060,8667734,8981532,9417029,9707896,10107759,10602999,11227532,11805149,12553961,13629560,14595556
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance ","Thousands of dollars",190949,193856,215622,245762,316838,359320,366727,407600,453330,517021,598162,630807,737429,759273,806300,907617,1021569,1104258,1188053,1337856,1455596,1599786,1722092,1839175,1967016,2140491,2241910,2332949,2478546,2641188,2798490,2984271,3067748,3148395,3223599,3389270,3540298,3766232,3900051,4080649,4017535,4094108,3341057,3478498,4617912,4793492,5039223,5226618,5464490,5778747,6147251,6516994,6932937,7562902,8042478
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,38,"..."," Employer contributions for government social insurance ","Thousands of dollars",184268,185331,206950,246680,320228,356904,361157,425483,486196,563918,639518,649711,745180,757729,822320,962008,1022501,1095492,1158787,1291887,1371080,1518096,1611853,1727783,1834228,1989422,2086080,2160712,2281530,2449666,2588070,2749147,2783954,2843594,2960621,3133531,3290244,3432269,3517785,3597036,3472883,3520331,3706379,3921562,4049822,4188040,4377806,4481278,4643269,4824252,5080281,5288155,5621024,6066658,6553078
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-81473,-79979,-82728,-86333,-95261,-104718,-102963,-112974,-124711,-136435,-157524,-158122,-164261,-140989,-127787,-189334,-196805,-224809,-244284,-251071,-268049,-295925,-324640,-353510,-379820,-408256,-419235,-434013,-480447,-529114,-548896,-603030,-618562,-605694,-624066,-661249,-687279,-731705,-769550,-836702,-775916,-735814,-708800,-761200,-745426,-763474,-798798,-891313,-961083,-1016496,-1079184,-1150740,-1290786,-1493866,-1604398
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,45,"...","Equals: Net earnings by place of residence ","Thousands of dollars",5161046,5247833,5677762,6181537,7002122,7411337,7736358,8684442,9679829,10785831,11815875,12271264,13047291,13091508,13908623,15745644,16840114,17934006,19411175,20916715,22527512,23919909,25089313,27211659,28869597,30806276,32027878,33885136,35990043,39454098,42056047,45671469,46937137,47642482,48554745,51041492,52618203,55449055,56773564,58830273,58380896,61880337,66974600,69758404,70949946,72641463,75894500,79293680,81898336,86564829,92206296,96349554,106247970,113641664,119324425
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",823951,917699,1008732,1082166,1221716,1403976,1557710,1677376,1869301,2083001,2319603,2838149,3477433,3815194,4050733,4454616,4747311,4953612,5040305,5555517,6352751,6893678,6806869,6975068,7351636,8002824,8728348,9223294,9678950,10881203,10560864,11471239,11543971,11237703,11397291,11623600,11709541,12880860,13421703,14243824,13001112,13003857,14135045,15238280,15210985,16099099,17147593,17644349,18565931,20115282,20897278,20987481,23737052,25811054,28534840
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,47,"...","Plus: Personal current transfer receipts ","Thousands of dollars",382683,450162,533911,591565,705547,837689,1076584,1137425,1196101,1318868,1514344,1945622,2126545,2349978,2530508,2652385,2795829,2956258,3018514,3233344,3527744,3840720,4252404,4900917,5195069,5424080,5501744,5747837,5933835,6120240,6420336,6967487,7717021,8238780,8605633,9113431,9934339,10703990,11279432,13198251,14673282,15933499,16043580,16453663,16709491,17864487,18514729,18936873,19389280,20261223,21551887,27949522,32107148,29304076,29291881
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,50,"...","Wages and salaries ","Thousands of dollars",4570067,4677989,4997379,5454940,6108159,6599784,6739175,7541719,8424331,9404213,10397177,10863854,11716556,11745842,12406019,13812559,14775175,15748012,17010015,18403838,19603045,20906140,21968333,23477582,24910490,26662023,28063261,29480238,31458342,34136549,36230926,38402023,39152076,39485027,40370758,42603259,44023314,46279521,47867248,48951814,46644030,47637822,49761553,52527656,54220250,56146032,59246872,61652868,64710602,67750378,70718804,72295149,78517588,86559216,91244008
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,60,"...","Supplements to wages and salaries ","Thousands of dollars",509496,532406,602524,696720,793579,875476,972787,1106293,1290421,1461710,1643959,1760661,1925448,2016570,2238298,2519437,2771151,3055951,3241489,3555822,3940794,4334011,4710110,5276029,5620090,5965163,6047636,6181109,6384903,6988494,7489671,8270662,8576050,8802705,9214877,9687048,10236134,10756947,11156609,11504203,10738870,11138015,11390488,12106049,12225639,13215328,13268286,13810564,14258232,15253135,15623844,15778860,16533200,17282326,18567876
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",325228,347075,395574,450040,473351,518572,611630,680810,804225,897792,1004441,1110950,1180268,1258841,1415978,1557429,1748650,1960459,2082702,2263935,2569714,2815915,3098257,3548246,3785862,3975741,3961556,4020397,4103373,4538828,4901601,5521515,5792096,5959111,6254256,6553517,6945890,7324678,7638824,7907167,7265987,7617684,7684109,8184487,8175817,9027288,8890480,9329286,9614963,10428883,10543563,10490705,10912176,11215668,12014798
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,62,"..."," Employer contributions for government social insurance ","Thousands of dollars",184268,185331,206950,246680,320228,356904,361157,425483,486196,563918,639518,649711,745180,757729,822320,962008,1022501,1095492,1158787,1291887,1371080,1518096,1611853,1727783,1834228,1989422,2086080,2160712,2281530,2449666,2588070,2749147,2783954,2843594,2960621,3133531,3290244,3432269,3517785,3597036,3472883,3520331,3706379,3921562,4049822,4188040,4377806,4481278,4643269,4824252,5080281,5288155,5621024,6066658,6553078
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",538173,496604,583159,608652,832711,757019,855243,982487,1029314,1137282,1169943,1085389,1052157,987087,1020713,1472607,1534663,1554602,1750795,1837869,2078398,2093565,2069455,2378516,2520081,2717259,2664206,3151463,3387321,3949023,4270906,5335232,5679275,5952433,5777396,5935235,5876576,6342793,5937093,6888643,9264330,11454753,13578795,13285959,13917217,13025109,13595169,14429457,13998344,15180811,18170364,21231434,25041929,24923548,25712495
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,71,"..."," Farm proprietors' income ","Thousands of dollars",101980,59859,107794,87916,242164,135560,195341,200225,111185,134892,103021,57937,36448,20714,-84487,138533,127107,78381,120301,26267,145425,125322,-4520,120987,144988,118238,22108,194952,170623,77118,31668,116683,144599,26774,180721,342124,210214,176742,233172,421746,400162,269254,479775,275621,901090,292101,-29627,131252,96302,95196,74363,311568,550532,501355,388704
 "89294","Indianapolis-Carmel-Muncie, IN (Combined Statistical Area)", ,CAINC4,72,"..."," Nonfarm proprietors' income ","Thousands of dollars",436193,436745,475365,520736,590547,621459,659902,782262,918129,1002390,1066922,1027452,1015709,966373,1105200,1334074,1407556,1476221,1630494,1811602,1932973,1968243,2073975,2257529,2375093,2599021,2642098,2956511,3216698,3871905,4239238,5218549,5534676,5925659,5596675,5593111,5666362,6166051,5703921,6466897,8864168,11185499,13099020,13010338,13016127,12733008,13624796,14298205,13902042,15085615,18096001,20919866,24491397,24422193,25323791
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",395254,428542,465947,508573,567307,627268,676057,718468,745005,818556,892301,1013431,1147182,1264561,1405180,1559950,1658726,1783514,1903422,2049171,2284672,2370724,2451080,2581211,2630268,2718162,2828571,2875736,2998474,3121795,3301972,3517733,3618633,3703320,3883990,4094249,4118351,4310312,4555511,4891731,4976664,5104089,5336021,5540138,5526639,5652172,5959106,5921462,6266037,6437017,6675672,7212516,7572753,7643417,7941674
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",384814,417240,454572,496296,550041,615109,664103,705213,735427,804572,873718,996977,1129655,1246982,1391328,1542209,1636984,1760603,1881245,2029282,2258856,2342890,2427402,2545857,2587551,2685016,2800375,2839895,2986622,3103302,3281181,3492814,3587038,3683680,3859976,4062901,4089678,4291660,4525584,4863183,4963691,5075434,5295796,5504921,5478280,5597107,5933289,5899082,6233997,6415764,6632785,7169629,7524162,7571487,7909974
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",10440,11302,11375,12277,17266,12159,11954,13255,9578,13984,18583,16454,17527,17579,13852,17741,21742,22911,22177,19889,25816,27834,23678,35354,42717,33146,28196,35841,11852,18493,20791,24919,31595,19640,24014,31348,28673,18652,29927,28548,12973,28655,40225,35217,48359,55065,25817,22380,32040,21253,42887,42887,48591,71930,31700
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,20,"...","Population (persons) 3/","Number of persons",121785,122885,123071,126615,130177,133253,133658,134365,134122,134629,135040,136177,137008,136900,136952,136713,137450,137629,138523,139999,141750,143368,144563,145185,145706,145911,145993,145024,144835,144791,145390,145301,146361,147118,148524,149159,148763,149100,149534,149920,150855,151119,151734,152721,153881,153973,153573,153477,153444,153378,153050,146513,152379,150380,149310
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",3246,3487,3786,4017,4358,4707,5058,5347,5555,6080,6608,7442,8373,9237,10260,11410,12068,12959,13741,14637,16118,16536,16955,17779,18052,18629,19375,19829,20703,21561,22711,24210,24724,25172,26151,27449,27684,28909,30465,32629,32990,33775,35167,36276,35915,36709,38803,38582,40836,41968,43618,49228,49697,50827,53189
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,35,"...","Earnings by place of work ","Thousands of dollars",343310,366770,393138,432341,490089,542293,559017,599234,606482,680771,740627,824087,919247,1003339,1119655,1257599,1346155,1463850,1598914,1726486,1899514,1963297,2024904,2127532,2153477,2234941,2277652,2295644,2418726,2495025,2716828,2897119,2988958,3109089,3299668,3439040,3486470,3637518,3801919,3994720,4051719,4170374,4276342,4470339,4569154,4613748,4858647,4801019,5005705,5176674,5222864,5232821,5584337,5905315,6042906
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",24195,25300,28054,32506,42486,49405,50787,55277,56594,65502,73341,82311,98097,105537,118173,133861,145050,160310,172966,193087,210393,208597,221325,226656,229801,244303,250520,250841,264761,272531,289584,305874,326394,344983,368844,379903,391307,410255,423525,453767,456315,460188,425275,439282,502102,515951,547798,545411,567506,588799,589966,594433,636382,687880,719155
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance ","Thousands of dollars",11812,12490,13754,15480,20133,23532,24003,25423,25781,29112,32751,36961,44343,49597,54988,61281,68528,76235,82445,91586,101063,99486,106426,107996,109294,116399,119386,118112,124306,126749,136105,142233,147924,156639,167334,172741,178776,187785,194549,207430,212482,212645,171765,176265,234768,239196,255637,255929,272590,283877,287827,285888,304850,337291,353655
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,38,"..."," Employer contributions for government social insurance ","Thousands of dollars",12383,12810,14300,17026,22353,25873,26784,29854,30813,36390,40590,45350,53754,55940,63185,72580,76522,84075,90521,101501,109330,109111,114899,118660,120507,127904,131134,132729,140455,145782,153479,163641,178470,188344,201510,207162,212531,222470,228976,246337,243833,247543,253510,263017,267334,276755,292161,289482,294916,304922,302139,308545,331532,350589,365500
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-18196,-19269,-19792,-23224,-28146,-34655,-36046,-38523,-36351,-41169,-45581,-53330,-57442,-62645,-71248,-76352,-80012,-87224,-97591,-105806,-119361,-122247,-131483,-138593,-142067,-153256,-158558,-158879,-174319,-186361,-213614,-226233,-239154,-251936,-275450,-274762,-274251,-282040,-289640,-305710,-328868,-348173,-375640,-408427,-429486,-437293,-481108,-463008,-481857,-494403,-485857,-480055,-501454,-532825,-539289
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,45,"...","Equals: Net earnings by place of residence ","Thousands of dollars",300919,322201,345292,376611,419457,458233,472184,505434,513537,574100,621705,688446,763708,835157,930234,1047386,1121093,1216316,1328357,1427593,1569760,1632453,1672096,1762283,1781609,1837382,1868574,1885924,1979646,2036133,2213630,2365012,2423410,2512170,2655374,2784375,2820912,2945223,3088754,3235243,3266536,3362013,3475427,3622630,3637566,3660504,3829741,3792600,3956342,4093472,4147041,4158333,4446501,4684610,4784462
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",62000,68598,74191,81140,90971,101675,110523,116121,127911,134961,150457,185209,225821,252050,280389,308029,321824,343713,347343,380087,457028,458730,465331,469624,484564,497560,542558,559942,582494,623277,614582,653430,655573,605357,621313,664443,630369,659510,720315,819858,783937,750532,848717,923465,874444,960126,1036123,1024208,1118681,1162059,1250652,1273061,1278057,1360749,1523489
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,47,"...","Plus: Personal current transfer receipts ","Thousands of dollars",32335,37743,46464,50822,56879,67360,93350,96913,103557,109495,120139,139776,157653,177354,194557,204535,215809,223485,227722,241491,257884,279541,313653,349304,364095,383220,417439,429870,436334,462385,473760,499291,539650,585793,607303,645431,667070,705579,746442,836630,926191,991544,1011877,994043,1014629,1031542,1093242,1104654,1191014,1181486,1277979,1781122,1848195,1598058,1633723
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,50,"...","Wages and salaries ","Thousands of dollars",265451,282898,302364,331618,377691,427153,432497,456865,459860,510130,549744,614693,690779,763855,847248,938292,996797,1075881,1181702,1283601,1402052,1454761,1499384,1537820,1554044,1619941,1653205,1663239,1761672,1838539,1982336,2084547,2174004,2244577,2372755,2424734,2473089,2591257,2705483,2880432,2865028,2889798,2951531,3056853,3114264,3182673,3429835,3401674,3584103,3709327,3716209,3690854,3939702,4252288,4385757
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,60,"...","Supplements to wages and salaries ","Thousands of dollars",33603,37322,42687,50071,57161,65685,75860,81573,85398,97331,109144,125117,144455,158200,181903,200234,216967,238445,260054,264608,298327,312136,339929,372545,385629,401560,400461,395551,409901,434039,475008,501991,520810,563560,615879,651448,670605,697694,729947,773178,831408,841645,846846,898412,937940,946321,1000660,991313,995011,1041918,1064602,1084516,1126946,1129607,1140580
 "89296","Ithaca-Cortland, NY (Combined Statistical Area)", ,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",21220,24512,28387,33045,34808,39812,49076,51719,54585,60941,68554,79767,90701,102260,118718,127654,140445,154370,169533,163107,188997,203025,225030,253885,265122,273656,269327,262822,269446,288257,321529,338350,342340,375216,414369,444286,458074,475224,500971,526841,587575,594102,593336,635395,670606,669566,708499,701831,700095,736996,762463,775971,795414,779018,775080
